user_id,gender,age,income,Number of orders
191927,Female,45,48000,10
191931,Male,46,49000,8
191932,Female,53,110000,2
191933,Male,23,62000,10
191934,Female,21,51000,12
191935,Female,54,120000,10
191937,Female,86,59000,21
191941,Female,53,100000,6
191945,Male,84,43000,30
191946,Female,61,117000,2
191951,Female,58,89000,4
191954,Female,41,35000,27
191956,Male,48,56000,30
191960,Female,34,37000,11
191961,Female,78,61000,37
191962,Male,70,64000,10
191964,Male,72,80000,40
191965,Female,85,34000,11
191970,Female,56,93000,7
191973,Male,43,50000,6
191975,Male,46,41000,14
191977,Male,64,88000,9
191978,Male,76,64000,27
191980,Female,26,65000,11
191981,Male,43,49000,5
191982,Female,46,88000,10
191986,Female,55,58000,5
191992,Male,62,32000,43
191993,Female,20,49000,6
191995,Male,52,36000,22
191999,Female,45,89000,35
192003,Female,54,78000,15
192004,Female,50,90000,20
192009,Female,68,55000,18
192010,Female,47,30000,24
192011,Female,66,95000,82
192012,Female,77,96000,15
192013,Female,61,79000,16
192015,Female,57,55000,31
192016,Male,48,66000,5
192019,Female,37,52000,32
192020,Female,24,53000,3
192021,Female,54,55000,6
192023,Female,84,61000,13
192025,Male,24,38000,66
192027,Female,46,69000,31
192028,Male,26,62000,3
192029,Female,56,40000,9
192030,Male,67,54000,29
192035,Male,58,55000,37
192036,Male,71,71000,47
192039,Female,20,81000,15
192042,Male,48,92000,3
192044,Male,29,59000,9
192045,Female,77,68000,33
192046,Female,67,86000,8
192047,Female,71,52000,58
192049,Female,53,83000,25
192050,Female,60,67000,2
192051,Male,78,44000,3
192056,Male,52,75000,3
192057,Female,72,109000,19
192058,Female,62,61000,3
192059,Female,59,93000,2
192060,Female,86,88000,22
192061,Female,65,35000,4
192064,Female,38,75000,28
192065,Female,28,86000,9
192066,Male,70,99000,9
192067,Female,55,40000,5
192068,Male,49,74000,25
192069,Female,25,63000,19
192070,Female,66,92000,5
192071,Female,51,41000,25
192072,Female,73,76000,32
192073,Female,66,104000,81
192074,Female,59,35000,5
192078,Male,51,61000,11
192079,Male,55,89000,4
192080,Female,71,108000,19
192081,Female,51,100000,14
192083,Female,23,34000,11
192085,Female,38,47000,9
192092,Female,24,65000,2
192094,Female,52,80000,11
192096,Female,44,97000,10
192097,Male,54,88000,3
192098,Female,28,54000,12
192100,Female,59,76000,22
192103,Female,27,43000,7
192104,Male,27,74000,11
192107,Male,50,90000,26
192108,Female,38,51000,8
192110,Female,49,47000,6
192113,Male,52,80000,4
192114,Male,43,49000,12
192116,Female,86,75000,8
192117,Female,59,77000,25
192118,Male,51,65000,21
192119,Male,77,44000,12
192122,Female,52,37000,5
192125,Female,74,100000,33
192126,Female,63,79000,8
192127,Female,74,39000,31
192128,Female,20,45000,13
192130,Male,34,48000,17
192131,Female,20,66000,19
192132,Female,73,70000,5
192133,Female,70,116000,2
192135,Female,26,53000,36
192136,Male,69,70000,14
192137,Male,46,68000,33
192138,Male,82,65000,4
192140,Female,45,91000,10
192141,Male,45,82000,2
192143,Male,58,84000,1
192144,Male,70,91000,52
192150,Male,49,52000,8
192154,Female,46,42000,19
192156,Male,40,85000,13
192160,Female,69,78000,15
192161,Male,35,35000,8
192162,Female,76,66000,6
192165,Female,86,90000,15
192168,Male,43,68000,7
192169,Male,64,72000,22
192171,Female,61,60000,40
192172,Female,33,30000,30
192173,Male,83,54000,5
192177,Female,66,77000,28
192178,Female,49,70000,4
192180,Male,61,66000,39
192181,Female,19,67000,8
192185,Male,62,94000,12
192188,Male,67,94000,31
192189,Female,52,66000,6
192191,Female,20,37000,11
192192,Female,50,108000,9
192194,Male,79,47000,34
192197,Female,32,53000,20
192198,Male,58,76000,7
192199,Female,37,49000,10
192203,Female,64,60000,14
192204,Female,29,59000,2
192210,Female,63,50000,39
192211,Male,43,52000,32
192213,Female,51,53000,21
192216,Female,75,86000,21
192217,Male,31,73000,22
192218,Female,62,88000,37
192220,Male,36,50000,2
192222,Male,61,96000,21
192223,Male,48,37000,39
192225,Female,49,57000,31
192227,Male,60,108000,19
192228,Male,20,49000,22
192230,Female,30,31000,5
192231,Male,60,32000,30
192232,Male,51,65000,17
192233,Male,57,113000,17
192236,Female,76,65000,28
192237,Male,33,64000,20
192241,Female,18,40000,5
192243,Female,53,41000,11
192244,Male,20,70000,18
192245,Female,63,58000,77
192249,Male,77,88000,9
192251,Female,31,51000,19
192252,Male,47,34000,29
192254,Male,30,51000,16
192255,Male,66,32000,3
192257,Female,59,70000,5
192259,Female,48,60000,2
192262,Male,47,57000,7
192263,Female,34,31000,9
192266,Female,86,73000,9
192268,Male,79,67000,1
192269,Female,27,50000,9
192270,Female,47,92000,1
192278,Male,47,40000,5
192280,Male,63,51000,30
192286,Female,43,59000,13
192287,Male,76,36000,142
192288,Female,62,55000,16
192289,Female,37,48000,26
192291,Female,40,78000,6
192292,Male,54,39000,8
192293,Male,61,87000,9
192294,Female,26,44000,51
192298,Female,73,71000,10
192304,Male,39,74000,13
192309,Female,52,78000,13
192310,Male,49,70000,6
192311,Male,24,41000,16
192314,Female,69,41000,3
192317,Male,28,30000,13
192319,Male,35,45000,11
192323,Female,61,35000,22
192324,Female,40,70000,3
192326,Female,41,97000,10
192327,Male,67,63000,12
192329,Female,47,51000,11
192330,Female,60,58000,11
192332,Female,62,57000,6
192333,Female,72,34000,11
192334,Female,27,52000,26
192340,Female,76,40000,3
192342,Male,49,41000,10
192343,Female,63,34000,10
192345,Female,86,68000,7
192346,Male,70,46000,33
192347,Female,72,50000,31
192349,Female,87,40000,6
192350,Male,21,32000,26
192355,Male,54,71000,35
192357,Female,79,107000,3
192358,Female,81,37000,4
192359,Female,26,75000,1
192364,Female,40,32000,12
192365,Female,43,41000,12
192366,Female,59,51000,41
192367,Female,56,53000,8
192369,Female,64,36000,3
192370,Female,47,41000,4
192372,Male,52,81000,13
192373,Female,60,56000,38
192374,Male,27,66000,7
192375,Female,60,73000,6
192376,Female,69,36000,9
192377,Female,30,61000,6
192380,Female,70,70000,5
192381,Male,65,33000,12
192382,Female,27,49000,8
192383,Male,53,116000,4
192385,Male,60,62000,15
192386,Male,54,73000,7
192389,Female,53,70000,6
192392,Female,51,61000,13
192396,Female,46,85000,54
192398,Female,70,70000,21
192401,Female,58,90000,17
192402,Female,32,70000,29
192404,Male,25,34000,12
192406,Female,49,64000,16
192413,Female,39,35000,1
192414,Female,46,68000,10
192416,Female,60,49000,20
192417,Female,48,79000,23
192421,Male,56,55000,12
192423,Female,41,44000,4
192424,Female,79,93000,2
192426,Female,48,35000,19
192427,Male,41,88000,9
192430,Female,39,63000,16
192434,Male,80,73000,26
192435,Male,85,45000,7
192437,Female,63,56000,24
192438,Female,70,59000,11
192439,Female,33,33000,100
192444,Male,76,88000,33
192446,Female,34,74000,6
192449,Male,45,64000,12
192451,Male,44,83000,18
192452,Female,23,34000,7
192458,Male,75,98000,61
192459,Female,65,60000,3
192460,Male,81,57000,17
192463,Female,59,77000,45
192464,Male,70,100000,32
192465,Female,54,62000,1
192467,Female,53,61000,7
192472,Female,49,97000,51
192473,Female,46,55000,10
192474,Female,66,30000,4
192475,Male,37,31000,9
192476,Female,84,69000,5
192477,Female,53,81000,9
192478,Female,57,37000,17
192479,Female,52,38000,14
192481,Female,64,97000,1
192482,Male,58,65000,7
192483,Male,40,56000,28
192484,Female,83,93000,22
192485,Male,58,38000,23
192488,Female,51,93000,19
192490,Female,58,77000,14
192496,Male,39,31000,1
192498,Female,76,98000,57
192500,Male,45,67000,3
192502,Female,52,114000,8
192503,Female,30,35000,4
192506,Female,39,37000,38
192508,Female,68,86000,3
192509,Male,54,74000,9
192512,Male,26,55000,36
192513,Female,32,47000,13
192515,Male,29,65000,6
192516,Male,51,104000,82
192517,Female,43,72000,7
192518,Male,49,50000,4
192522,Male,74,91000,4
192525,Female,64,68000,75
192526,Female,81,82000,17
192527,Male,52,43000,23
192532,Female,39,73000,21
192533,Female,74,71000,10
192535,Female,51,75000,64
192537,Male,51,50000,20
192538,Female,67,116000,17
192542,Female,45,57000,19
192543,Female,80,66000,11
192546,Female,45,40000,7
192549,Male,46,69000,39
192550,Female,87,76000,7
192551,Female,20,71000,13
192552,Male,47,60000,40
192554,Male,73,110000,12
192555,Female,33,37000,30
192556,Male,21,60000,12
192557,Female,48,31000,22
192558,Male,87,79000,19
192561,Female,22,63000,22
192562,Female,75,43000,5
192566,Female,27,41000,14
192567,Male,74,92000,15
192568,Female,27,41000,9
192571,Male,68,41000,28
192572,Male,24,35000,3
192579,Male,56,67000,1
192584,Female,57,93000,27
192586,Male,76,96000,1
192587,Male,19,33000,14
192589,Male,71,83000,15
192591,Male,37,77000,9
192593,Female,34,51000,33
192594,Male,65,71000,1
192596,Male,47,68000,16
192597,Female,41,43000,1
192599,Male,61,54000,8
192601,Female,23,73000,25
192602,Female,58,75000,16
192603,Male,56,52000,13
192604,Male,49,71000,33
192605,Female,84,64000,36
192606,Male,24,56000,6
192607,Female,67,60000,26
192608,Female,66,31000,5
192609,Female,26,63000,54
192612,Male,57,80000,9
192613,Male,33,53000,24
192614,Male,56,107000,12
192617,Female,64,91000,19
192619,Female,68,116000,101
192622,Female,23,54000,3
192626,Female,50,54000,27
192628,Male,61,38000,2
192629,Male,45,65000,15
192631,Female,77,54000,10
192634,Female,72,43000,6
192636,Female,60,66000,8
192639,Female,47,72000,5
192644,Female,34,31000,8
192646,Female,68,79000,15
192647,Male,35,72000,6
192649,Female,72,77000,5
192652,Male,71,55000,9
192653,Male,30,42000,10
192657,Female,60,37000,14
192658,Female,57,58000,32
192659,Female,45,31000,7
192660,Male,51,100000,18
192662,Female,37,36000,4
192667,Male,61,80000,1
192671,Female,41,41000,56
192672,Female,83,58000,25
192673,Female,66,56000,6
192674,Female,48,57000,5
192677,Male,28,60000,21
192678,Male,46,46000,17
192679,Female,59,70000,2
192680,Male,60,38000,24
192681,Male,69,72000,42
192682,Female,61,62000,3
192683,Female,48,70000,6
192689,Female,60,66000,3
192690,Female,47,50000,22
192691,Female,48,118000,5
192692,Female,66,70000,65
192693,Male,73,36000,16
192695,Male,24,72000,2
192696,Male,24,53000,5
192698,Female,55,56000,10
192699,Male,49,89000,13
192703,Female,42,48000,20
192705,Male,40,41000,8
192706,Male,30,65000,21
192707,Female,45,54000,12
192708,Female,25,64000,4
192709,Male,82,63000,21
192710,Female,47,59000,4
192711,Male,69,99000,3
192712,Female,39,85000,17
192714,Female,66,69000,17
192719,Female,54,109000,11
192722,Female,65,70000,5
192723,Female,22,63000,22
192724,Male,37,57000,13
192725,Female,59,71000,27
192726,Male,55,109000,33
192727,Female,65,78000,46
192729,Male,63,90000,8
192731,Male,64,84000,9
192734,Male,62,82000,114
192737,Female,52,50000,1
192738,Female,58,79000,4
192739,Female,62,96000,13
192744,Female,83,56000,3
192745,Female,51,118000,20
192746,Female,67,34000,30
192747,Male,19,37000,61
192748,Female,38,58000,16
192752,Male,66,61000,4
192753,Male,69,70000,2
192754,Male,25,65000,46
192756,Female,46,38000,11
192757,Female,57,86000,28
192758,Male,46,100000,15
192761,Male,42,50000,14
192764,Female,54,48000,1
192765,Male,77,58000,26
192766,Female,58,104000,38
192767,Female,52,73000,2
192770,Female,50,107000,44
192773,Female,79,39000,18
192778,Female,32,31000,15
192779,Female,64,100000,15
192782,Female,23,54000,5
192784,Male,38,50000,37
192790,Male,60,67000,13
192795,Male,78,59000,57
192796,Male,21,53000,3
192798,Female,46,46000,18
192801,Female,59,34000,1
192802,Male,79,91000,14
192803,Male,60,113000,8
192804,Female,58,43000,4
192806,Female,65,80000,60
192807,Male,53,31000,7
192808,Male,45,65000,57
192811,Female,79,107000,1
192812,Female,80,72000,30
192814,Male,36,52000,10
192815,Female,31,66000,6
192816,Male,33,57000,52
192818,Female,38,61000,56
192819,Female,21,74000,14
192821,Female,53,39000,4
192824,Male,80,88000,16
192825,Female,67,58000,9
192827,Female,34,39000,20
192828,Female,49,102000,8
192829,Female,49,104000,14
192830,Male,86,40000,3
192831,Male,55,53000,57
192835,Female,74,73000,27
192836,Female,70,33000,42
192840,Female,28,46000,7
192842,Male,63,32000,7
192846,Female,21,31000,25
192847,Female,54,31000,13
192849,Female,64,73000,2
192851,Female,42,70000,36
192856,Female,47,39000,16
192865,Female,73,54000,30
192868,Female,66,74000,1
192871,Female,39,96000,5
192872,Female,83,73000,16
192874,Male,65,60000,3
192875,Female,58,75000,14
192876,Female,66,38000,5
192882,Female,70,108000,18
192884,Female,31,37000,2
192885,Male,36,46000,27
192887,Female,55,79000,22
192889,Male,65,83000,9
192891,Female,27,36000,8
192892,Female,79,85000,13
192894,Female,64,97000,1
192897,Male,23,35000,11
192899,Female,40,39000,22
192900,Female,57,46000,3
192902,Male,36,75000,4
192903,Male,65,39000,9
192904,Male,90,95000,15
192905,Female,31,46000,19
192906,Female,58,74000,6
192908,Male,90,51000,17
192917,Male,43,45000,9
192919,Male,43,66000,9
192922,Male,48,74000,10
192923,Male,45,65000,14
192924,Male,69,56000,26
192925,Female,62,73000,23
192928,Female,37,59000,8
192929,Female,52,63000,14
192931,Female,69,62000,47
192934,Female,49,85000,25
192936,Male,21,46000,43
192939,Female,58,44000,9
192940,Female,42,63000,8
192941,Female,69,109000,57
192943,Male,39,48000,11
192944,Male,69,78000,20
192945,Female,59,74000,9
192946,Male,53,41000,18
192948,Female,24,54000,13
192949,Male,75,87000,11
192951,Male,72,87000,17
192952,Female,53,76000,10
192953,Female,43,47000,30
192954,Male,62,91000,40
192958,Male,72,50000,1
192960,Female,49,55000,17
192961,Male,25,75000,7
192962,Male,20,75000,10
192964,Female,54,113000,6
192965,Female,63,58000,15
192968,Female,80,83000,21
192969,Male,28,32000,6
192970,Female,59,33000,7
192971,Male,29,115000,13
192972,Female,42,62000,7
192973,Male,83,100000,13
192976,Female,52,62000,11
192977,Female,70,59000,38
192978,Male,51,44000,34
192979,Female,70,77000,14
192980,Female,45,53000,8
192981,Male,87,99000,11
192985,Male,37,35000,13
192988,Female,70,74000,11
192992,Female,47,74000,6
192994,Male,49,65000,3
192996,Female,60,117000,10
192999,Female,62,81000,72
193002,Female,68,71000,4
193003,Female,53,62000,4
193004,Male,52,73000,27
193005,Female,42,75000,3
193006,Female,74,35000,12
193007,Male,66,92000,29
193009,Female,51,82000,13
193010,Male,53,89000,5
193012,Male,65,36000,45
193014,Male,63,97000,33
193016,Male,63,59000,107
193017,Male,66,33000,3
193019,Male,62,89000,30
193021,Female,48,71000,6
193022,Male,47,50000,15
193024,Female,35,41000,9
193025,Male,61,41000,6
193026,Female,64,88000,19
193027,Male,56,63000,7
193028,Male,49,55000,16
193033,Male,26,74000,40
193037,Female,80,38000,3
193039,Male,34,32000,45
193040,Female,82,59000,62
193045,Female,72,74000,14
193048,Female,79,76000,6
193050,Male,30,42000,15
193053,Female,52,89000,9
193056,Female,55,63000,46
193058,Female,36,74000,9
193059,Female,81,110000,17
193063,Female,27,47000,8
193066,Female,60,50000,6
193070,Female,67,70000,7
193071,Female,66,85000,9
193072,Male,56,74000,12
193073,Female,74,55000,33
193074,Female,64,85000,5
193075,Female,40,68000,9
193076,Female,67,51000,6
193083,Female,56,57000,1
193084,Female,67,37000,9
193085,Female,55,98000,13
193086,Male,19,74000,1
193088,Female,64,95000,21
193089,Male,45,46000,7
193090,Male,21,110000,8
193094,Female,46,75000,20
193096,Male,55,52000,3
193099,Male,54,93000,31
193104,Female,75,57000,27
193105,Male,24,38000,25
193106,Male,40,64000,9
193108,Male,74,85000,1
193109,Male,72,70000,8
193111,Female,90,78000,80
193112,Female,42,31000,82
193114,Male,55,93000,7
193121,Female,35,59000,3
193122,Male,51,86000,19
193125,Female,36,71000,7
193126,Female,41,38000,21
193128,Female,59,115000,7
193129,Female,60,115000,7
193130,Male,56,35000,29
193131,Female,65,116000,6
193134,Female,82,109000,39
193135,Female,50,38000,10
193137,Female,45,52000,2
193141,Male,57,115000,18
193143,Female,89,78000,5
193144,Female,46,68000,29
193145,Female,21,66000,10
193147,Male,20,39000,4
193148,Male,50,42000,42
193149,Female,80,61000,10
193150,Male,50,74000,5
193151,Male,56,106000,8
193153,Female,26,46000,8
193154,Female,54,69000,23
193155,Female,18,31000,36
193164,Female,58,31000,25
193167,Female,64,54000,3
193170,Female,60,68000,31
193171,Male,29,56000,5
193174,Male,86,44000,15
193176,Female,28,53000,10
193177,Male,69,79000,44
193178,Female,42,66000,20
193179,Female,55,65000,19
193180,Female,65,57000,3
193183,Male,59,59000,3
193184,Male,60,55000,11
193186,Female,32,38000,8
193187,Male,79,94000,78
193189,Male,58,31000,17
193190,Female,18,46000,2
193192,Male,53,99000,15
193194,Female,61,81000,18
193195,Female,67,97000,2
193199,Male,46,44000,7
193204,Male,60,94000,19
193205,Female,27,47000,44
193207,Female,84,120000,12
193209,Female,40,38000,28
193210,Female,56,50000,20
193211,Female,51,50000,11
193212,Female,53,98000,28
193213,Male,63,92000,20
193214,Female,80,64000,7
193215,Female,52,67000,11
193219,Female,67,80000,12
193221,Male,88,56000,55
193223,Female,43,55000,44
193224,Female,27,67000,5
193225,Female,71,119000,35
193226,Female,45,75000,8
193228,Male,82,82000,1
193229,Female,63,58000,28
193231,Male,73,53000,10
193232,Female,76,69000,1
193234,Male,63,67000,25
193236,Male,25,34000,19
193238,Female,62,92000,19
193243,Female,62,72000,15
193244,Male,64,107000,15
193249,Male,38,67000,2
193253,Male,50,73000,10
193254,Male,47,41000,12
193255,Female,45,49000,19
193256,Female,25,35000,19
193260,Female,28,70000,10
193261,Female,67,62000,20
193263,Female,59,42000,17
193264,Male,49,81000,92
193265,Female,62,92000,23
193268,Male,72,61000,39
193269,Female,21,45000,33
193271,Female,64,46000,16
193272,Female,63,78000,29
193273,Female,69,45000,28
193277,Male,68,34000,14
193282,Male,36,42000,133
193284,Male,29,74000,28
193285,Female,55,81000,21
193286,Female,56,103000,1
193288,Female,35,40000,25
193291,Male,27,60000,1
193293,Female,55,35000,2
193295,Male,81,63000,31
193296,Male,61,105000,28
193297,Male,70,64000,18
193301,Female,32,30000,16
193304,Male,71,41000,83
193305,Female,55,83000,20
193306,Female,54,61000,8
193309,Female,31,43000,5
193310,Male,28,36000,12
193311,Female,57,99000,20
193314,Male,51,79000,6
193317,Male,26,67000,45
193318,Male,52,35000,10
193319,Female,63,104000,6
193321,Female,52,74000,26
193324,Female,53,65000,6
193328,Male,59,69000,5
193329,Male,55,118000,3
193330,Female,57,92000,17
193331,Male,60,64000,11
193332,Male,70,73000,1
193333,Female,53,58000,3
193337,Female,83,99000,13
193338,Female,62,88000,4
193340,Male,69,89000,31
193341,Female,25,56000,21
193345,Male,51,53000,2
193347,Female,48,39000,10
193351,Female,22,63000,20
193352,Male,40,89000,38
193354,Female,89,55000,30
193360,Male,25,50000,18
193361,Female,43,54000,6
193362,Male,69,33000,1
193363,Female,41,63000,3
193364,Female,48,89000,11
193365,Male,72,65000,2
193367,Male,34,72000,47
193369,Female,34,44000,74
193372,Female,18,37000,76
193375,Female,27,37000,37
193377,Female,48,37000,7
193378,Female,34,64000,14
193382,Female,42,39000,9
193386,Male,38,64000,2
193388,Female,27,58000,22
193390,Female,67,79000,28
193391,Male,65,71000,13
193393,Male,83,60000,47
193395,Female,50,107000,4
193397,Female,32,70000,5
193398,Male,20,33000,56
193399,Female,57,57000,12
193400,Male,57,78000,24
193401,Female,50,89000,36
193403,Male,62,106000,3
193404,Female,65,105000,30
193406,Male,54,49000,77
193408,Female,60,74000,12
193409,Female,33,55000,6
193411,Female,73,31000,38
193412,Male,63,96000,7
193413,Male,47,58000,12
193414,Male,36,60000,18
193419,Male,54,60000,1
193422,Male,58,71000,9
193423,Male,32,32000,3
193424,Female,67,67000,14
193425,Female,54,35000,25
193428,Male,26,33000,16
193430,Male,67,118000,38
193431,Male,52,73000,35
193432,Female,63,32000,18
193434,Female,55,37000,10
193435,Female,44,56000,23
193437,Female,51,55000,41
193439,Female,34,33000,28
193441,Female,84,36000,12
193442,Male,61,37000,3
193443,Female,54,87000,8
193445,Female,51,58000,5
193447,Female,65,82000,10
193448,Female,69,97000,67
193451,Female,58,33000,61
193453,Female,54,83000,37
193455,Female,62,72000,10
193457,Male,56,74000,17
193460,Female,53,118000,9
193461,Male,62,85000,13
193465,Female,49,32000,21
193466,Male,71,54000,87
193468,Male,78,71000,7
193478,Female,52,78000,17
193479,Female,75,57000,13
193480,Female,55,90000,8
193481,Female,50,92000,20
193484,Male,69,72000,5
193486,Male,78,37000,14
193488,Male,57,89000,37
193489,Male,71,32000,9
193490,Male,20,46000,19
193491,Female,78,34000,7
193493,Female,34,44000,11
193494,Male,55,83000,26
193495,Male,60,35000,28
193496,Male,67,36000,2
193497,Female,62,96000,10
193498,Male,29,58000,6
193500,Female,75,52000,65
193503,Male,76,114000,13
193506,Male,39,61000,15
193508,Female,57,90000,5
193509,Female,66,50000,28
193514,Male,41,57000,4
193516,Male,73,106000,17
193519,Male,29,38000,31
193520,Female,60,41000,43
193521,Male,41,81000,8
193523,Female,73,70000,5
193526,Male,79,114000,4
193527,Female,40,42000,44
193529,Female,68,71000,5
193530,Male,23,62000,18
193534,Female,49,81000,1
193535,Male,50,84000,18
193538,Male,83,107000,5
193539,Female,62,101000,149
193541,Male,24,61000,11
193546,Female,72,91000,21
193549,Female,37,52000,30
193550,Female,48,57000,41
193551,Female,62,72000,56
193553,Female,25,60000,17
193556,Female,59,97000,14
193557,Female,65,88000,66
193558,Female,62,57000,21
193559,Female,45,61000,18
193561,Male,54,70000,24
193562,Male,74,71000,15
193564,Female,53,80000,16
193568,Male,43,68000,16
193570,Female,22,60000,30
193573,Female,29,37000,8
193577,Male,57,76000,3
193580,Female,42,34000,37
193581,Female,32,43000,18
193583,Female,55,56000,53
193587,Female,74,85000,9
193591,Male,28,46000,5
193594,Female,53,113000,17
193599,Female,74,51000,15
193600,Female,26,55000,23
193602,Female,74,46000,71
193603,Male,28,45000,62
193606,Male,35,46000,56
193607,Male,64,80000,13
193611,Female,52,73000,28
193615,Female,57,62000,6
193617,Female,74,66000,5
193620,Female,46,65000,1
193625,Female,58,46000,9
193626,Female,48,52000,14
193627,Female,69,61000,2
193628,Female,81,91000,40
193630,Female,50,56000,3
193631,Male,40,63000,2
193637,Male,79,113000,5
193641,Female,53,39000,67
193642,Female,35,32000,8
193646,Female,58,61000,13
193647,Male,58,95000,42
193649,Male,57,86000,38
193650,Male,75,48000,20
193653,Female,70,76000,5
193654,Female,48,43000,26
193655,Female,86,97000,9
193657,Female,19,74000,19
193658,Male,82,81000,9
193660,Male,50,80000,30
193663,Male,29,54000,44
193665,Female,47,48000,4
193667,Male,34,46000,11
193670,Female,78,101000,11
193672,Male,54,102000,34
193674,Female,69,70000,45
193676,Male,54,68000,3
193679,Female,57,92000,50
193680,Male,48,36000,3
193683,Female,73,33000,3
193685,Female,55,35000,20
193686,Female,61,99000,60
193689,Female,78,93000,23
193690,Male,46,36000,8
193691,Female,69,72000,15
193693,Male,25,50000,2
193694,Male,54,71000,5
193696,Female,51,118000,2
193697,Female,81,72000,34
193698,Male,72,41000,54
193700,Male,76,87000,22
193706,Male,58,73000,20
193708,Female,24,53000,49
193709,Male,72,71000,16
193710,Female,78,70000,6
193713,Female,59,37000,1
193714,Male,41,56000,15
193715,Male,50,73000,25
193716,Male,77,57000,10
193719,Male,90,89000,16
193720,Male,18,36000,2
193722,Female,27,99000,22
193723,Male,55,90000,4
193727,Female,58,61000,2
193730,Female,78,55000,5
193731,Female,37,93000,29
193732,Female,74,102000,5
193737,Female,30,56000,1
193740,Male,90,78000,112
193742,Female,77,51000,28
193743,Male,68,44000,45
193745,Male,55,59000,1
193748,Male,41,74000,79
193749,Male,52,83000,69
193751,Female,50,90000,5
193753,Female,60,70000,30
193756,Male,74,71000,10
193757,Male,56,52000,14
193762,Female,83,43000,1
193766,Female,48,110000,11
193768,Male,69,67000,7
193770,Female,53,71000,19
193771,Female,49,73000,8
193772,Male,81,79000,12
193776,Female,69,98000,16
193777,Male,19,35000,34
193780,Female,46,71000,8
193784,Male,71,64000,1
193785,Female,81,116000,3
193788,Male,65,117000,100
193790,Female,39,32000,17
193796,Male,82,92000,29
193797,Female,49,32000,4
193798,Female,23,40000,7
193799,Female,62,87000,12
193804,Female,56,72000,56
193805,Female,84,74000,8
193808,Female,59,40000,51
193811,Male,77,57000,7
193815,Male,57,74000,34
193816,Male,60,112000,6
193817,Female,49,64000,24
193819,Female,70,45000,5
193820,Female,78,39000,22
193822,Male,37,85000,29
193823,Female,58,30000,5
193826,Female,55,36000,4
193827,Female,70,67000,9
193829,Female,45,66000,14
193831,Female,29,37000,36
193832,Male,52,98000,9
193834,Male,59,53000,13
193835,Male,87,68000,1
193837,Male,21,44000,38
193841,Male,26,45000,9
193843,Female,51,30000,10
193846,Female,19,60000,9
193848,Male,42,67000,26
193850,Female,69,81000,17
193852,Female,67,71000,28
193855,Female,89,68000,31
193856,Female,60,64000,1
193857,Female,49,59000,18
193858,Male,52,42000,32
193860,Male,51,92000,10
193861,Female,84,82000,6
193862,Male,58,71000,11
193864,Male,52,87000,44
193865,Female,47,54000,8
193866,Female,64,75000,21
193873,Female,58,40000,6
193876,Male,32,54000,14
193879,Female,29,78000,39
193883,Female,55,97000,8
193884,Female,74,43000,2
193887,Female,62,72000,9
193892,Female,56,54000,15
193896,Male,26,49000,47
193898,Male,65,87000,7
193900,Female,67,89000,77
193901,Male,66,88000,11
193902,Female,24,51000,15
193903,Male,62,57000,13
193904,Female,59,75000,18
193905,Male,47,57000,25
193906,Female,27,74000,10
193908,Female,61,53000,24
193909,Male,50,35000,14
193912,Male,57,74000,2
193914,Male,65,70000,44
193915,Female,57,58000,2
193918,Male,36,36000,6
193919,Male,35,37000,28
193920,Male,79,72000,36
193923,Female,28,47000,37
193929,Male,76,43000,12
193930,Male,49,73000,8
193938,Male,80,64000,7
193939,Female,46,54000,54
193941,Male,50,73000,2
193943,Male,23,39000,49
193944,Female,71,84000,11
193945,Male,47,41000,29
193946,Female,33,53000,8
193947,Male,43,77000,4
193948,Male,70,82000,13
193951,Male,49,60000,33
193954,Female,72,115000,3
193955,Female,80,118000,30
193956,Female,69,34000,4
193957,Female,66,39000,2
193963,Female,55,55000,3
193965,Male,57,98000,19
193968,Female,23,33000,10
193971,Female,49,80000,7
193972,Female,23,90000,11
193976,Male,61,87000,6
193977,Male,34,37000,47
193979,Female,33,37000,13
193980,Female,24,67000,36
193986,Female,69,83000,3
193987,Male,58,108000,15
193988,Female,74,96000,28
193989,Female,70,37000,2
193990,Male,60,64000,12
193992,Female,46,31000,3
193994,Female,72,54000,43
193995,Male,21,46000,1
193997,Female,63,86000,10
193998,Female,40,64000,1
194001,Male,61,115000,18
194006,Male,59,70000,39
194010,Female,58,34000,23
194012,Male,55,92000,36
194014,Female,27,43000,27
194016,Female,66,59000,26
194017,Male,55,89000,60
194020,Female,48,118000,4
194021,Female,76,62000,26
194024,Female,33,51000,11
194025,Male,50,39000,30
194026,Female,60,99000,102
194029,Male,72,75000,25
194030,Female,51,54000,26
194031,Male,77,68000,81
194032,Female,63,49000,19
194037,Male,51,59000,17
194038,Female,34,51000,11
194040,Female,68,99000,6
194041,Female,54,60000,24
194042,Female,44,96000,3
194044,Male,34,31000,70
194045,Female,19,46000,8
194049,Male,65,75000,22
194050,Male,44,55000,16
194051,Male,70,51000,40
194053,Female,76,44000,19
194054,Male,65,91000,26
194055,Male,55,39000,6
194058,Male,63,80000,40
194061,Male,37,74000,16
194063,Male,76,70000,8
194068,Female,25,36000,19
194070,Male,50,76000,17
194072,Male,29,33000,25
194074,Male,68,116000,29
194075,Male,77,56000,8
194078,Female,50,44000,16
194081,Male,64,59000,6
194082,Male,37,60000,4
194083,Female,54,41000,4
194086,Female,88,90000,5
